"","GSM95424","GSM95425","GSM95444","GSM95324","GSM95421","GSM95423","GSM95325","GSM95420","GSM95422","GSM95290","GSM95292","GSM95293","GSM95262","GSM95263","GSM95291","GSM95112","GSM95114","GSM95242","GSM95237","GSM95239","GSM95256","GSM95236","GSM95259","GSM95295","GSM95194","GSM95296","GSM95323","GSM95260","GSM95261","GSM95294"
"145765_at",4.82685,4.78908,4.84163,4.77162,4.78302,4.86938,4.79215,4.72865,4.70255,4.5986,4.45253,4.79126,4.74388,4.89842,4.74361,4.85063,5.01019,4.77231,4.76698,4.92692,4.80306,5.01098,4.98338,4.67348,4.94593,4.71954,4.77191,4.82581,5.01815,5.02811
"145766_at",3.84218,4.0265,3.93405,3.96677,4.38021,4.10161,4.2837,4.14825,4.40155,3.99567,3.90686,4.02072,4.10157,4.25786,3.93904,3.92054,4.10852,3.99871,4.00231,4.07591,4.08566,4.11002,4.09103,3.99512,3.95583,3.95209,4.06241,4.09746,4.18909,4.28004
"145767_at",5.40437,5.32019,5.39696,5.24672,5.32439,5.45717,5.52125,5.47409,5.49224,5.38092,5.34098,5.3917,5.42715,5.59659,5.3342,5.47011,5.56545,5.32745,5.40915,5.47766,5.36976,5.7046,5.48407,5.36728,5.43398,5.37012,5.37568,5.42988,5.41429,5.53009
"145768_at",2.90811,3.16919,3.05968,3.08232,3.36487,3.11176,3.03212,2.89205,3.16689,2.9965,2.89168,3.174,2.97939,3.25307,3.02106,3.19795,3.15021,2.95431,2.97002,3.14053,3.1532,3.15455,3.08422,2.936,3.1244,2.86895,2.8895,3.05125,3.11233,3.16765
"145769_at",6.00701,5.73706,5.62783,5.80883,6.0064,5.83069,5.8131,5.74187,6.07184,5.5154,5.6224,5.81074,5.46872,5.70525,5.629,5.73065,5.97465,5.61671,5.50804,5.70436,5.70349,6.04379,5.92222,5.66687,5.88794,5.74036,5.59061,5.88024,5.97498,6.08005
"145770_at",2.72325,2.63329,2.73175,2.59245,2.81901,2.70446,2.69659,2.56081,2.77382,2.56906,2.43613,2.63267,2.40555,2.59286,2.53298,2.61868,2.57388,2.60652,2.5541,2.63988,2.47957,2.63826,2.88056,2.62317,2.63655,2.68568,2.64814,2.4452,2.73127,2.79516
"145771_at",3.54625,3.64227,3.55577,3.69789,3.71291,3.76295,3.82725,3.59115,3.63663,3.66655,3.494,3.65407,3.58459,3.79123,3.44377,3.78976,3.90534,3.71713,3.57614,3.65512,3.68657,3.88011,3.65575,3.67422,3.70473,3.51904,3.70172,3.76253,3.59623,3.69348
"145772_at",2.73847,2.68436,2.67718,2.7275,2.96657,2.56318,2.73172,2.61157,2.70472,2.60866,2.59379,2.74762,2.69662,2.85588,2.69378,2.72786,2.92344,2.74001,2.61322,2.78822,2.82031,2.73989,2.76859,2.64059,2.69685,2.71268,2.70691,2.54907,2.82751,2.86781
"145773_at",5.23629,5.4431,5.31146,5.39256,5.52048,5.49919,5.62794,5.49131,5.51323,5.36962,4.95878,5.56537,5.24951,5.51034,5.32469,5.34708,5.49181,5.23921,4.97884,5.35192,5.22984,5.51226,5.46053,5.3715,5.37872,5.22745,5.31181,5.42681,5.50927,5.5564
"145774_at",2.05445,1.9999,2.24167,2.19696,2.24892,2.12428,2.16887,2.10519,2.13739,2.103,2.02826,2.22345,2.14606,2.45391,2.15468,2.23967,2.24793,2.09136,2.1304,2.19971,2.18567,2.19996,2.33586,2.09999,2.19436,2.08827,2.22868,2.31977,2.19578,2.4197
"145775_at",3.92791,4.45348,4.18044,4.1244,4.4966,4.08908,4.24537,4.09569,4.18734,4.04481,4.10189,4.21401,4.06801,4.1258,4.25477,4.31104,4.47131,4.37277,4.28322,4.36667,4.14697,4.34156,4.20003,4.18721,4.18471,4.16947,4.20375,4.29224,4.09952,4.27898
"145776_at",3.71766,4.52672,3.85718,4.35221,4.22368,3.76185,3.92125,4.09277,3.67752,4.44449,4.49262,4.51851,4.39497,3.9079,4.64896,4.97231,5.16538,4.69858,4.81806,4.63094,5.18334,4.82379,4.11305,4.77413,4.62659,4.58156,4.48847,4.22474,4.33381,4.35812
"145777_at",2.61666,2.78281,2.61799,2.68783,2.60641,2.67718,2.6998,2.66126,2.63915,2.39818,2.53935,2.67113,2.7517,2.57475,2.46173,2.72633,2.59195,2.54351,2.48237,2.54516,2.50079,2.50682,2.74502,2.38558,2.74218,2.72743,2.63846,2.6413,2.66064,2.65754
"145778_at",5.75297,6.43703,5.87721,6.2341,5.97656,6.03327,5.5903,5.77222,5.47895,5.9991,6.26016,6.07292,6.24859,5.54114,6.221,6.35135,6.29538,6.15619,6.27228,6.08497,6.50334,6.20533,5.30224,6.32793,6.18098,6.27864,6.04069,6.02361,6.08012,5.83874
"145779_at",3.75765,3.71931,4.04055,3.95488,3.79652,3.83381,4.3024,4.2537,4.29855,3.82554,3.72505,3.78195,3.73681,3.61543,3.70935,3.66698,3.82964,3.78499,3.83937,3.66304,3.72665,3.79627,4.02655,3.94522,4.18552,4.19814,4.13631,4.4649,4.2787,4.20164
"145780_at",4.57346,4.9732,4.79676,5.10258,4.86046,4.69031,4.5923,4.38295,4.83718,4.93792,4.9605,4.91805,4.99619,4.56181,5.03296,5.31036,4.94328,5.00808,5.17994,4.92737,5.1705,5.19268,4.44688,5.21213,5.09395,5.11019,5.20947,5.01243,4.95224,4.97278
"145781_at",3.6369,3.64793,3.87915,3.74313,3.76133,3.79077,3.94088,3.83843,3.63691,3.79318,3.71238,3.91656,3.76124,3.97837,3.63517,3.90827,3.91964,3.7118,3.73987,3.89947,3.8008,3.87753,3.85756,3.87012,3.97845,3.82167,3.7829,3.84572,3.93742,3.78402
"145782_at",5.88776,5.84187,5.75556,5.89018,5.83075,5.84127,6.0473,5.8896,5.83698,6.01188,5.89621,5.92073,5.96628,5.81338,5.86882,5.7346,5.94663,5.83035,5.87908,5.89813,5.84907,5.90966,5.76253,5.95826,5.95928,5.91311,5.80859,5.81207,5.87569,5.78235
"145783_at",8.95695,9.13728,8.96985,8.79917,8.83614,8.92973,8.8102,8.91949,8.9086,9.24372,9.26639,8.7931,9.12258,9.00927,8.98333,8.8832,8.68313,9.06078,9.10872,9.07683,9.12724,8.80462,8.75477,9.05857,8.68405,9.14437,9.02474,8.83887,8.84364,8.64115
"145784_at",7.28816,7.10712,7.11661,6.97852,7.13631,7.1336,7.10234,7.13114,7.21727,7.03512,7.01393,6.99709,6.97694,7.06314,6.89553,6.86842,6.82591,6.9941,6.90027,7.1144,6.83106,6.79503,7.08853,6.99619,6.75197,7.06383,7.00192,6.87271,6.88352,7.01117
"145785_at",5.28808,5.28667,5.22893,5.03951,5.13504,5.38189,5.2512,5.21642,5.15876,5.22641,5.24103,5.17503,5.21788,5.27896,5.38356,5.11017,5.0794,5.12025,5.25702,5.20472,5.19388,4.97654,5.09753,5.09522,4.90446,5.08685,5.22664,5.06324,5.22966,4.9296
"145786_at",3.55454,3.68528,3.7124,3.6916,3.56252,3.68378,3.74436,3.45518,3.60657,3.49853,3.78546,3.79827,3.83645,3.75971,3.80413,4.07818,3.8734,3.9773,3.84228,3.77487,3.91164,4.09004,3.63048,3.79767,3.98754,3.83971,3.76603,3.59085,3.72725,3.73848
"145787_at",7.77093,7.50887,7.40924,7.51948,7.18829,7.62109,7.42172,7.3602,7.45649,7.35042,7.55518,7.53605,7.46457,7.43738,7.57593,7.43061,7.27363,7.47464,7.38741,7.21909,7.55765,7.46111,6.95585,7.3964,7.39808,7.51958,7.44429,7.17803,7.5281,7.16239
"145788_at",4.5583,4.85958,5.00145,4.69103,4.746,4.69639,4.45542,4.95714,4.60173,4.89595,4.99277,4.71725,4.85683,4.92833,4.76682,4.81094,4.70992,4.91191,4.94233,4.95224,4.94648,4.60347,4.57413,4.885,4.80552,4.87513,4.76273,4.85807,4.76152,4.82863
"145789_at",4.2741,4.27968,4.08484,4.27332,4.35038,4.10283,4.32524,4.07508,4.29296,4.08586,4.22695,4.33632,4.01923,4.31139,4.12564,4.31095,4.43326,4.10018,4.22229,4.28757,4.20977,4.34217,4.06628,4.20813,4.24463,4.11741,4.08991,4.35584,4.30265,4.28967
"145790_at",3.12608,3.23148,3.38407,3.34191,3.25165,3.25606,3.38074,3.25376,3.43602,3.10592,2.99602,3.31363,3.10877,3.15337,3.23485,3.18713,3.42767,3.21285,3.2703,3.413,3.10184,3.31376,3.14524,3.15404,3.38199,3.1132,3.21608,3.27736,3.45911,3.52735
"145791_at",3.09606,3.06579,2.90708,3.17051,2.98559,3.02925,2.80843,3.17831,2.92544,2.90533,3.11678,3.11637,2.98352,3.33771,3.12202,3.38508,3.23425,3.17041,3.20125,3.1788,3.31534,3.21018,3.0877,3.11257,3.06718,2.92613,2.97296,3.25292,3.13035,2.8167
"145792_at",4.14715,3.84614,3.80699,4.13229,4.19224,3.86563,4.05127,3.85703,4.38676,3.72549,3.72118,4.05724,4.07883,3.87352,3.99335,4.22272,4.41467,3.88268,3.71832,3.95859,3.93886,4.2457,4.17512,4.01042,4.07749,3.94566,3.73095,4.00024,4.13171,4.36027
"145793_at",5.98048,5.93843,5.97248,5.88998,5.96642,6.04354,6.06475,6.07966,6.07025,5.93892,5.74977,5.90207,5.91372,6.10046,5.89412,5.90299,6.00063,5.83049,5.85814,6.00722,5.81709,6.12945,5.90754,5.94941,5.95545,5.86349,6.00293,5.99616,6.04193,5.7999
"145794_at",3.72887,3.53576,3.69631,3.57106,3.64135,3.50956,3.68152,3.623,3.79168,3.85914,3.60852,3.70739,3.73125,3.62659,3.58203,3.52467,3.56128,3.64972,3.59898,3.61597,3.64469,3.64913,3.64945,3.50196,3.65429,3.59088,3.51598,3.74179,3.68651,3.60161
"145795_at",3.44618,3.49536,3.50765,3.52056,3.56888,3.42821,3.51464,3.4677,3.54685,3.30193,3.2817,3.33912,3.33516,3.47139,3.24381,3.54078,3.45063,3.43254,3.38758,3.26543,3.31894,3.56836,3.47302,3.46745,3.73527,3.42777,3.29654,3.68815,3.40892,3.70181
"145796_at",5.26494,5.36341,5.45242,5.5174,5.53318,5.49601,5.54353,5.52983,5.57216,5.27345,5.26744,5.29581,5.28934,5.40289,5.2247,5.58092,5.38233,5.38039,5.42617,5.43994,5.24804,5.31708,5.55111,5.44012,5.53256,5.36674,5.3584,5.55729,5.37933,5.45808
"145797_at",4.12641,3.99705,4.30254,4.30999,4.24704,4.10901,4.28012,4.1603,4.14979,3.86796,4.01123,4.1297,3.9722,4.14413,4.07615,4.30977,4.11293,4.02699,4.1143,4.17889,4.10166,4.08078,4.26098,4.12269,4.24057,4.11514,4.08482,4.20997,4.22917,4.13312
"145798_at",5.64853,5.80451,5.8662,5.30104,5.45273,5.83531,5.66685,5.7447,5.37555,5.81427,5.8264,5.63954,5.66349,5.72075,5.54302,5.6204,5.37283,5.77239,5.59187,5.5651,5.65481,5.14147,5.51484,5.66843,4.98381,5.87072,5.71705,5.15068,5.356,5.27218
"145799_at",6.4597,6.47861,6.46124,6.37189,6.44704,6.3677,6.26605,6.40872,6.35461,6.48204,6.5854,6.4265,6.49751,6.43946,6.51919,6.45448,6.41907,6.44884,6.503,6.57024,6.41718,6.38805,6.49563,6.30386,6.40316,6.49942,6.46326,6.36464,6.34043,6.10871
"145800_at",7.20953,7.17472,7.30302,6.90106,7.0085,7.17647,7.24028,7.19403,7.06336,7.32082,7.29444,7.1656,7.28217,7.21388,7.1242,7.0847,6.97975,7.3203,7.26873,7.29766,7.27088,7.02726,7.31026,7.22533,7.15424,7.2834,7.23736,7.1057,7.22576,7.10462
"145801_at",6.74891,6.93422,6.7306,6.68622,6.7091,6.8392,6.7162,6.88149,6.75457,6.76797,7.09747,6.92656,7.01511,6.7532,6.93733,6.66607,6.5948,6.93224,6.95164,6.838,6.827,6.64888,7.05224,6.90466,6.63339,6.80259,6.98362,6.92221,6.84442,6.61394
"145802_at",3.81645,4.34051,3.94962,4.55944,4.19246,3.98584,4.1626,4.28792,3.97837,4.31931,4.63988,4.37513,4.43237,4.32039,4.83844,4.88436,4.94021,4.82776,4.87273,4.6375,4.95811,4.86001,4.1332,4.53588,4.71686,4.36834,4.6638,4.09817,4.52799,4.16867
"145803_at",6.60332,6.38806,6.82361,6.24617,6.63582,6.48493,6.5987,6.48353,6.46099,6.51632,6.28228,6.31258,6.17257,6.43458,6.27939,6.14053,6.03049,6.16042,6.2074,6.24203,6.11876,5.80999,6.7123,6.09595,5.76807,6.33642,6.33495,5.97293,6.01458,6.19968
"145804_at",4.88131,4.97889,5.05732,4.74466,4.90826,4.92994,4.88158,5.0407,4.4587,5.29219,5.23837,4.67914,4.84328,4.84642,4.97786,4.92996,4.67799,5.00748,4.99448,4.98293,4.6236,4.30982,4.95132,4.89161,4.36024,5.13058,4.85835,4.74765,4.50416,4.59473
"145805_at",4.85034,5.06736,4.87592,5.09822,4.97922,4.93212,4.908,5.01185,4.66103,4.99364,5.06632,5.06235,4.96118,5.00257,4.99614,5.19253,5.34223,5.08718,4.93687,4.85637,5.29974,5.27075,4.94302,5.18272,5.20511,4.93221,5.06274,4.88534,4.94144,5.04476
"145806_at",4.71603,4.74584,4.69848,4.62842,4.58293,4.80191,4.67324,4.68112,4.59729,4.77216,4.79245,4.65402,4.80426,4.6876,4.76648,4.67485,4.71471,4.88544,4.73538,4.65312,4.77341,4.6135,4.63143,4.64275,4.74941,4.74463,4.75088,4.77763,4.67739,4.64781
"145807_at",4.69393,4.63711,4.53627,4.65219,4.63325,4.65487,4.63048,4.80995,4.65672,4.6096,4.56526,4.62534,4.57252,4.66964,4.62401,4.85321,4.8896,4.58185,4.54172,4.69662,4.63443,4.6287,4.7865,4.64124,4.70141,4.56526,4.60767,4.64759,4.68992,4.75522
"145808_at",11.0106,10.9273,11.0476,10.7911,10.88,10.9413,10.9908,10.9313,10.9791,11.0212,10.8675,10.8263,10.9229,11.0067,10.9436,10.8043,10.7893,10.9169,10.9448,10.931,10.6847,10.7566,11.2053,10.9215,10.7882,10.9947,10.997,10.9417,10.9324,10.7948
"145809_at",4.99245,5.20364,4.94981,5.26663,5.13912,5.05386,5.06609,5.22846,5.13884,5.23839,5.1803,5.27865,5.19234,5.09154,5.45504,5.2912,5.31777,5.30565,5.29118,5.20651,5.47289,5.33849,5.15315,5.31549,5.39078,5.24327,5.34088,5.05721,5.28164,5.24985
"145810_at",6.54297,6.70943,6.59837,6.69478,6.76364,6.79936,6.59992,6.62279,6.63984,6.69172,6.50126,6.69639,6.59695,6.71915,6.53286,6.72403,6.70029,6.59737,6.59435,6.63559,6.56379,6.5895,6.36381,6.60612,6.61023,6.46982,6.68399,6.6164,6.56547,6.63573
"145811_at",9.042,8.79435,9.16129,8.60723,8.90495,8.9529,9.0155,8.93007,8.92517,9.07546,9.1074,9.03137,9.14258,9.20002,9.11894,8.44649,8.55347,9.00462,8.95495,9.1452,8.87232,8.68056,9.30778,9.01741,8.59826,9.13896,8.82835,9.09389,8.94818,8.85757
"145812_at",4.81855,4.84772,5.03602,5.04161,5.14539,5.1395,4.95098,5.02656,5.12768,4.94051,4.78169,5.22435,4.96458,5.14073,5.1419,5.14943,5.3286,4.99622,5.15316,5.10725,5.07097,5.19936,5.25911,5.11684,5.08772,4.99432,5.03548,5.05824,5.23467,5.49067
"145813_at",4.31142,3.96057,3.97093,3.95745,4.00791,4.26895,4.197,3.9908,4.10062,3.94072,3.99163,3.87009,3.84996,4.13377,3.77654,3.81968,4.02059,3.90995,3.85149,3.78731,3.84749,4.00925,3.9887,3.93676,3.9358,4.02343,4.11838,4.139,3.96614,3.92927
"145814_at",2.58229,2.49974,2.33131,2.5576,2.5836,2.55468,2.66483,2.54663,2.6282,2.46054,2.45299,2.59724,2.47111,2.522,2.43612,2.57102,2.66931,2.34472,2.55347,2.49927,2.55118,2.53639,2.60253,2.43526,2.59122,2.55768,2.39606,2.45386,2.50708,2.82225
"145815_at",4.68589,4.2764,4.97708,4.79362,4.10359,4.6279,4.12461,4.54547,4.90774,4.56091,4.46528,4.01763,4.1516,4.33194,4.05606,4.03394,3.85528,4.21091,4.06196,4.23854,4.37252,4.0775,5.30737,4.05553,4.43053,3.75107,4.31031,4.10011,4.28452,4.26178
"145816_at",3.7599,3.59885,3.43458,3.5674,3.82664,3.60109,3.81399,3.73058,3.62902,3.3581,3.49436,3.61485,3.34004,3.66878,3.68754,3.78669,3.8805,3.57044,3.62153,3.63208,3.57916,3.51077,4.01677,3.52765,3.68369,3.34195,3.71598,3.69968,3.75512,3.55693
"145817_at",3.47889,3.96431,3.41002,4.09005,3.6301,3.69759,3.79783,3.68343,3.4038,3.87269,3.92396,3.7643,4.27252,3.43742,4.17878,4.00768,3.8271,3.91135,4.04743,3.7906,4.18132,4.1121,3.63721,4.12843,3.8141,3.90399,4.05538,3.66798,4.1285,3.74005
"145818_s_at",11.0208,10.6884,10.9037,10.4755,10.8437,11.0263,10.8752,10.9568,10.9601,11.078,11.0165,11.1241,11.0776,11.1719,10.9582,10.6305,10.6824,10.9794,10.9971,11.0842,10.8676,10.7109,11.3071,11.0324,10.716,11.1337,11.0636,11.0826,11.0585,11.1356
"145819_at",4.66389,4.29995,5.02497,4.75285,4.59619,4.8557,4.58051,4.52173,4.61228,4.52116,4.4885,4.65038,4.66473,4.85173,4.56492,4.75872,4.66668,4.55457,4.43739,4.42675,4.71295,4.49292,5.17248,4.33612,4.54407,4.27522,4.65249,4.51711,4.44471,4.54471
"145820_at",5.81956,5.12056,5.73135,4.82286,5.417,5.22449,4.91906,5.59299,5.11551,4.82789,4.65272,5.0048,4.78741,5.29801,4.51084,4.9588,5.03851,4.9722,4.69503,4.95199,5.11851,5.48796,5.26741,4.75718,5.44397,4.90975,5.18254,5.27507,5.44923,4.88742
"145821_at",4.56914,4.48375,4.54043,4.67476,4.53957,4.3642,4.41629,4.49264,4.28539,4.38391,4.61194,4.4814,4.60301,4.46937,4.4886,4.67674,4.55957,4.52625,4.73932,4.42759,4.59524,4.38743,4.38083,4.50609,4.37631,4.24728,4.32066,4.3321,4.30074,4.53661
"145822_at",3.154,3.15747,3.22216,3.35693,3.30663,3.15577,3.27152,3.22396,3.19666,3.06155,2.96727,3.18243,3.13377,3.18581,3.1856,3.36834,3.24406,3.15204,2.99146,3.10635,3.21036,3.40332,3.30273,3.2025,3.07928,3.10642,3.0664,3.20051,3.22223,3.59511
"145823_at",5.63126,5.62072,5.83648,5.79301,5.86502,5.70689,5.783,5.88816,5.76862,5.68424,5.66325,5.81467,5.79277,6.02961,5.80206,5.76758,5.81072,5.71892,5.79552,5.99642,5.81506,5.91685,5.68764,5.87171,5.9324,5.80566,5.93778,5.82598,5.82393,6.00549
"145824_at",3.97235,3.98071,4.05428,4.10275,4.15805,4.09355,4.09273,4.11161,4.18779,3.95561,4.04588,4.13573,4.08355,4.04943,4.07639,4.22346,4.25623,4.03926,4.08323,4.14115,4.0829,4.34751,4.10896,4.07948,4.22766,4.05829,4.04725,4.2481,4.1643,4.31687
"145825_at",4.45853,4.68469,4.70497,4.70542,4.62427,4.46425,4.43127,4.65714,4.66109,4.63617,4.86776,4.71216,4.78963,4.61351,4.8631,4.69308,4.52396,4.679,4.69436,4.68291,4.67386,4.40925,4.67352,4.69902,4.63053,4.77742,4.74422,4.61966,4.60863,4.43617
"145826_at",6.58699,6.49068,6.62152,6.52627,6.56682,6.58571,6.52075,6.55488,6.57822,6.57076,6.49292,6.5703,6.58444,6.68148,6.46575,6.56473,6.40128,6.44137,6.62496,6.5813,6.34338,6.35356,6.69581,6.55586,6.38252,6.51926,6.40876,6.47442,6.45924,6.58486
"145827_at",2.73049,2.60029,2.5384,2.51345,2.64975,2.60807,2.49921,2.68983,2.65516,2.68978,2.70826,2.46966,2.58898,2.52505,2.68786,2.50118,2.50863,2.54456,2.5264,2.63467,2.62064,2.59589,2.68615,2.73526,2.80097,2.4956,2.63865,2.8218,2.69488,2.49392
"145828_at",4.25143,4.10454,4.16286,3.98771,4.21341,4.27093,4.25321,4.10681,4.23376,4.24632,4.24105,4.32538,4.0708,4.06942,4.45721,4.00737,4.04927,4.16151,4.07741,4.23894,4.23246,4.28179,4.24754,4.10411,4.19049,4.22539,4.02566,4.15986,4.24363,4.33297
"145829_at",4.64504,4.90454,4.84189,4.94177,4.86164,4.78908,4.9635,5.01351,4.94368,4.90037,4.91894,4.96671,4.96862,5.11205,4.82297,5.07018,4.94041,5.02401,4.99152,5.0712,5.04291,5.03992,4.97563,5.00819,4.99295,5.00087,4.97456,4.87256,5.09429,5.04832
"145830_at",5.2145,5.18755,5.26771,5.42696,5.32017,5.13389,5.37321,5.22424,5.38992,5.07522,5.1981,5.33948,5.19834,5.53414,5.10717,5.23031,5.26061,5.15379,5.15449,5.2387,5.18757,5.38805,5.33434,5.29779,5.33399,5.31366,5.06557,5.36095,5.33376,5.50396
"145831_at",2.35507,2.292,2.278,2.41857,2.35438,2.49402,2.35788,2.30446,2.40892,2.18151,2.26083,2.33964,2.39871,2.34048,2.12541,2.27525,2.41769,2.35961,2.34777,2.32689,2.34183,2.32686,2.42603,2.37524,2.35362,2.30083,2.36881,2.4741,2.29651,2.40605
"145832_at",4.94111,4.87227,4.89227,4.94033,5.16105,4.89428,4.92789,5.00971,5.03728,4.86702,4.75965,4.95892,4.89398,5.16472,4.77794,4.98026,5.05859,4.82653,4.82916,5.04718,4.75957,4.9679,5.07565,4.85592,5.03073,4.87445,4.81568,5.10153,4.94752,4.92979
"145833_at",3.67518,3.60404,3.43578,3.54632,3.69162,3.73629,3.78585,3.51402,3.68114,3.59176,3.37354,3.50499,3.50354,3.81925,3.57912,3.57115,3.69719,3.64227,3.44018,3.64705,3.54863,3.71477,3.79161,3.5505,3.70848,3.55133,3.6471,3.90786,3.76154,3.83769
"145834_at",4.55546,4.53909,4.74163,4.63327,4.71142,4.67444,4.67026,4.52869,4.63721,4.56158,4.37413,4.70353,4.33751,4.83166,4.60274,4.45017,4.56716,4.45926,4.51047,4.57933,4.56191,4.74198,4.77991,4.5046,4.64905,4.42322,4.63475,4.47483,4.75838,4.96539
"145835_at",4.10626,4.4647,4.05656,4.2409,4.17867,4.07993,4.11494,3.95601,3.85146,4.21465,4.28422,4.24483,4.11511,3.96696,4.38299,4.16906,4.20015,4.08502,4.34141,4.11461,4.41346,4.33784,3.90082,4.57879,4.39079,4.4383,4.2924,4.22017,4.28346,4.14821
"145836_at",6.77233,6.86101,7.13268,7.09272,6.96689,7.1123,6.9748,6.99811,6.94401,6.80422,6.78038,7.0417,6.96693,7.04506,6.86176,7.01078,7.07706,6.82447,7.0204,6.92206,6.84131,7.04047,7.00649,6.95935,7.12878,6.91356,7.01273,7.08536,6.84885,7.1519
"145837_at",4.68751,4.86643,4.66826,4.81605,4.68032,4.60676,4.82737,4.83572,4.79831,4.70276,4.72092,4.80768,4.5467,4.72033,4.84205,4.84778,4.80526,4.77174,4.78253,4.8015,4.9553,5.06177,4.50855,4.77513,4.81163,4.68265,4.61968,4.79839,4.83946,4.66467
"145838_at",3.01731,2.89855,3.03455,3.0749,2.9793,3.20682,3.34379,3.01963,3.07787,2.81731,2.7931,3.00674,3.09454,3.06872,2.78191,2.96734,2.89184,2.88858,2.95604,3.00349,2.93262,3.0215,2.95516,2.8888,2.7964,2.94443,3.02723,2.79416,2.90369,3.02558
"145839_at",3.76893,3.82024,4.12602,3.98307,3.95212,3.93206,3.97209,3.80683,3.90644,3.79955,3.73189,3.96271,3.89156,4.05853,3.55438,4.09811,3.78511,3.82076,3.84452,3.65911,3.84985,3.89663,3.94325,3.89679,4.09166,3.78969,3.7537,3.89894,3.8865,4.06358
"145840_at",5.30087,5.3915,5.51758,5.60717,5.52339,5.384,5.56838,5.6971,5.37839,5.39171,5.17808,5.45406,5.33272,5.62601,5.16625,5.35395,5.55764,5.33026,5.46441,5.45943,5.33855,5.53947,5.67167,5.36447,5.36415,5.21689,5.56876,5.41728,5.42575,5.55525
"145841_at",4.16046,4.05424,4.28301,4.24158,4.41377,4.07323,4.33261,4.30517,4.14886,4.08969,4.02302,4.26741,4.18614,4.50725,4.12464,4.22355,4.18173,3.96829,4.13365,4.3113,4.13427,4.29464,4.30891,4.10283,4.18831,4.19515,4.20197,4.33263,4.32837,4.42739
"145842_at",3.14667,2.99718,3.27431,3.13896,3.25456,3.0603,3.0197,3.11111,3.33294,3.05779,2.96835,3.26223,3.01326,3.30707,2.98929,3.18992,3.31947,3.07094,3.06108,2.98871,3.03196,3.0532,3.13065,3.14111,3.23245,2.95313,2.89296,3.23446,3.11179,3.49632
"145843_at",3.64704,3.59457,3.70841,3.76107,3.64408,3.61576,3.76747,3.59601,3.7258,3.55103,3.43595,3.67634,3.53493,3.69232,3.48491,3.50284,3.63603,3.47864,3.42169,3.50291,3.54067,3.81086,3.68642,3.46316,3.56863,3.48146,3.44247,3.54482,3.5902,3.70778
"145844_at",5.72355,5.75631,5.6693,5.83344,5.85363,5.66076,5.77013,5.78606,5.67897,5.82557,5.75243,5.68179,5.63775,5.6231,5.75081,5.74309,5.98923,5.77117,5.66102,5.55627,5.78072,5.73595,5.80114,5.83971,5.99009,5.62719,6.09191,5.86976,5.96703,5.7762
"145845_at",6.39229,6.62937,6.4751,6.67699,6.49773,6.53784,6.73349,6.57092,6.62331,6.57581,6.25433,6.61176,6.36536,6.70377,6.36914,6.50602,6.66375,6.41137,6.48396,6.68429,6.49126,6.68665,6.63702,6.41071,6.53196,6.32713,6.45964,6.4926,6.53556,6.39659
"145846_at",3.77484,4.30947,3.89082,3.90387,3.84332,3.96557,3.86862,3.88829,3.71314,4.15981,3.98142,3.9843,3.90391,3.99071,4.03769,4.38043,4.35612,3.99071,4.13567,4.10477,4.28053,4.04704,3.48264,3.98465,4.2336,4.16773,3.96143,3.90904,4.15571,3.83541
"145847_at",3.66973,3.63669,3.56239,3.73897,3.68209,3.64341,3.76813,3.84725,3.7635,3.56502,3.75846,3.47964,3.5883,3.54538,3.57795,3.75373,3.90628,3.65087,3.68085,3.63481,3.56325,3.95177,3.84757,3.76823,3.84406,3.57556,3.71316,3.72836,3.70829,3.63827
"145848_at",5.05654,4.88731,4.97156,5.17862,5.26367,5.01384,5.04522,4.85807,4.97571,5.09547,5.05757,5.10937,5.21932,5.35129,5.26327,5.3099,5.33222,5.29359,5.10211,5.14935,5.41727,5.27516,5.17759,5.23852,5.15683,5.11887,5.09307,5.0883,5.26517,5.25393
"145849_at",5.01483,5.11452,4.93776,4.9776,5.1658,5.11634,5.07052,5.01027,5.08247,4.95879,4.95725,5.05382,5.01438,5.10739,4.98194,5.04399,5.13096,4.90568,4.84846,4.98576,5.14009,5.0989,5.01209,5.03297,5.06228,5.02812,4.98669,5.00602,5.05769,5.07011
"145850_i_at",6.79858,6.82957,6.69783,6.89695,6.90658,6.91188,7.04662,6.91472,6.88421,6.85513,6.80119,7.01703,6.93824,7.20641,7.01415,6.7966,6.95239,6.69259,6.70821,7.01255,6.96707,7.21338,6.84641,6.85842,6.90023,6.85804,7.00364,6.66808,7.06562,6.90555
"145851_r_at",7.23775,7.294,7.09279,7.31808,7.32704,7.39794,7.38119,7.31255,7.50158,7.14785,7.15983,7.28511,7.239,7.29637,7.30198,7.17595,7.27429,7.12158,7.10684,7.38847,7.31563,7.57281,7.10996,7.19592,7.25729,7.17269,7.16095,7.26992,7.36418,7.33204
"145852_at",6.39404,6.33736,6.42435,6.53041,6.50196,6.71911,6.36094,6.44382,6.40391,6.30266,6.24755,6.39866,6.23128,6.38461,6.33758,6.59711,6.54664,6.46996,6.41578,6.31793,6.50737,6.60389,6.42384,6.45057,6.67091,6.26766,6.3533,6.33663,6.42084,6.5008
