"","GSM95424","GSM95425","GSM95444","GSM95324","GSM95421","GSM95423","GSM95325","GSM95420","GSM95422","GSM95290","GSM95292","GSM95293","GSM95262","GSM95263","GSM95291","GSM95112","GSM95114","GSM95242","GSM95237","GSM95239","GSM95256","GSM95236","GSM95259","GSM95295","GSM95194","GSM95296","GSM95323","GSM95260","GSM95261","GSM95294"
"152927_at",5.2473,4.87099,5.38425,5.07799,5.1581,5.22992,5.05194,5.19659,4.90985,4.93492,5.01259,5.1062,5.12313,5.16626,5.01229,5.23449,5.13402,5.18073,5.04481,5.06547,5.17996,5.10449,5.12836,5.03393,5.11023,4.9156,5.13184,5.23795,5.10766,5.33309
"152928_at",2.83653,2.78939,2.88436,2.863,2.80424,2.80851,2.57283,2.83897,2.57006,3.04787,3.54486,3.15367,3.26429,3.07842,3.42237,2.79035,2.69245,3.08,3.04466,2.94231,3.03734,2.86417,2.92867,3.0344,2.99729,3.08236,2.91306,2.85455,2.98457,2.92987
"152929_at",7.51242,7.35618,7.38083,7.49252,7.3124,7.46402,7.4821,7.22606,7.60706,7.30497,7.42691,7.28978,7.22043,6.89108,7.37318,7.1855,7.28044,7.41007,7.62482,7.37771,7.80198,7.1886,7.32624,7.33447,7.36692,7.01912,7.20058,7.14093,7.06173,6.9308
"152930_at",8.01838,8.01281,8.02211,8.01262,7.97238,8.06813,7.95905,8.27037,8.10157,8.3595,8.612,8.04526,8.53442,8.12387,8.4385,8.25256,7.74592,8.43298,8.31058,8.09933,8.28216,8.09782,8.24747,8.33802,8.30949,8.43748,8.39843,8.17235,8.22608,7.89
"152931_at",5.97563,5.89242,6.02829,6.01782,5.92321,5.74048,6.03028,6.13705,6.14607,5.52641,5.75123,5.7822,5.63662,5.78534,5.83856,5.97168,5.78526,5.69608,5.89656,5.68266,5.53329,5.62808,6.01727,5.60719,5.98395,5.68716,5.90051,5.7636,5.76952,5.78339
"152932_at",5.95929,5.95639,5.97139,5.19647,5.36406,5.33719,5.37444,5.41961,5.24674,5.53395,5.52429,5.38971,5.46047,5.46513,5.61302,5.27151,5.34172,5.35494,6.02102,5.78713,6.01297,5.46012,5.59784,5.46758,5.40866,5.41727,5.43466,5.95892,5.65767,5.68343
"152933_at",4.95255,4.9338,4.52432,4.99673,5.02782,4.77548,4.90652,4.89012,4.93648,4.52166,4.70846,4.58547,4.53331,4.26384,4.78591,4.88884,4.47643,4.7921,4.98418,4.47638,4.69717,4.32983,5.02045,4.78528,4.66074,4.68716,4.92404,4.58597,4.69044,4.46895
"152934_at",7.98215,7.86085,7.92821,7.79826,7.74974,7.85175,7.95282,7.81739,7.83471,8.04343,8.03728,7.94309,8.08519,7.798,8.14435,7.89566,7.86575,8.1282,8.13889,7.98019,8.38327,7.94104,7.60726,7.9681,7.87884,7.9761,7.82884,8.07611,8.0036,7.9466
"152935_at",5.77795,5.86363,5.83034,5.73015,5.68474,5.81745,5.5806,5.74479,5.77051,5.86602,5.77571,5.73091,5.66553,5.77717,5.71825,5.46594,5.56344,5.80439,5.75935,5.68435,5.61496,5.52118,5.78216,5.6805,5.65516,5.65703,5.86489,5.66233,5.6156,5.55566
"152936_at",5.04963,4.91611,4.97914,4.76444,4.59573,4.95609,4.63502,4.85511,4.9849,5.06907,5.16732,4.88628,5.01181,5.0477,4.79115,4.7488,4.60993,4.99828,4.98431,4.75415,5.00597,4.77057,4.64605,4.86194,4.81925,5.04175,4.75784,4.75927,4.81935,4.67838
"152937_at",4.67507,4.81952,4.75413,4.75714,5.06291,4.58973,4.44079,4.53735,4.68928,4.23736,4.24721,4.51456,4.43193,3.99941,4.77753,4.87589,4.79685,4.62209,4.98394,4.65519,4.80723,3.84175,4.92455,4.39639,4.89688,4.40537,4.70103,4.54405,4.40764,4.38945
"152938_at",4.1684,4.29706,4.39269,4.40871,4.23144,4.13455,4.24875,4.20671,4.48881,4.2675,4.11526,4.38154,4.21525,4.38203,4.17395,4.30124,4.27307,4.14049,4.1143,4.2283,4.1742,4.24579,4.42539,4.31732,4.25891,4.16554,4.26374,4.38867,4.15113,4.30007
"152939_at",3.46443,3.65117,3.79705,3.43579,3.55093,3.38757,3.50044,3.62465,3.4761,3.50363,3.55466,3.36129,3.40369,3.72464,3.52503,3.5307,3.53898,3.57509,3.69577,3.55067,3.51906,3.65272,3.91394,3.54231,3.60982,3.40713,3.86642,3.66794,3.51761,3.55903
"152940_at",4.5609,4.41409,4.16794,4.66512,4.60366,4.54683,4.46105,4.6383,4.48326,4.45375,4.57895,4.50238,4.33152,4.3346,4.53412,4.53428,4.53402,4.45497,4.51185,4.50038,4.56583,4.49975,4.44674,4.38398,4.4846,4.30682,4.51219,4.4098,4.63247,4.78603
"152941_at",5.62871,5.68112,5.7088,5.43498,5.5222,5.57526,5.54996,5.75048,5.78227,5.7619,5.87003,5.71675,5.78001,5.70588,5.63114,5.60433,5.52081,5.76718,5.9288,5.71862,5.58238,5.57062,5.65824,5.78755,5.59628,5.79245,5.84224,5.66381,5.69559,5.47736
"152942_at",4.18423,4.37976,4.30587,4.25704,4.34837,4.27698,4.03298,4.27394,4.25044,4.43575,4.60459,4.29213,4.36462,3.98039,4.37062,4.28385,4.33311,4.43819,4.56064,4.60336,4.35424,4.15057,4.29148,4.3475,4.40329,4.41414,4.19219,4.18215,4.27243,4.14759
"152943_at",6.08195,6.05528,5.95591,6.07469,5.94394,5.80564,6.04491,5.78986,5.9597,5.86318,6.4174,6.21932,6.25706,6.10934,6.3783,6.23805,6.01414,6.48309,6.29887,6.11728,6.01815,5.96958,6.069,6.11879,6.18771,6.25004,6.16926,6.09718,6.20447,6.13061
"152944_at",4.94729,4.91258,5.02388,5.00617,4.79167,4.90641,4.83735,4.89731,4.91985,4.93006,4.76582,5.15273,4.77562,4.8886,4.89413,4.96617,4.91792,4.89083,4.81523,5.00245,4.82809,4.83783,4.94645,4.88446,5.02903,4.87563,4.8804,4.8775,4.97536,4.97446
"152945_at",6.41167,6.34448,6.20967,6.28018,6.18086,6.44203,6.22493,6.28003,6.22128,6.71733,6.68106,6.52256,6.61564,6.32834,6.72199,6.34562,6.18561,6.64681,6.44555,6.40873,6.55932,6.26083,6.14619,6.35108,6.31169,6.53559,6.43278,6.2368,6.42101,6.07815
"152946_at",8.36662,8.07895,8.14046,8.23518,7.97601,8.10025,8.1361,8.28367,8.23545,8.46065,8.58605,8.39425,8.36581,8.17389,8.51566,8.23221,7.92758,8.29892,8.42241,8.09911,8.25556,8.20685,8.33587,8.38322,8.22642,8.39942,8.20839,7.96331,8.24021,7.82456
"152947_at",5.51876,5.45648,5.55135,5.54987,5.50617,5.62788,5.37457,5.45972,5.50381,5.71898,5.69448,5.48322,5.65246,5.72748,5.64329,5.93242,5.65586,5.52381,5.64168,5.6039,5.47805,5.48262,5.61825,5.49658,5.43968,5.63762,5.5143,5.40907,5.55457,5.47139
"152948_at",5.90714,5.75517,5.79045,5.68587,5.64233,5.85168,5.8129,5.70882,5.87504,6.02606,5.95027,5.82736,5.8475,5.96907,5.82774,5.52878,5.52561,5.68122,5.72045,5.7332,5.65025,5.63339,5.77466,5.71575,5.77163,5.88213,5.7847,5.92717,5.75383,5.81995
"152949_at",4.62875,4.81973,4.78852,4.6052,4.82736,4.77548,4.97933,4.62359,4.86278,4.48975,4.59655,4.99048,4.64726,4.74981,4.80953,4.74089,4.8389,4.58859,4.61648,4.57982,4.53818,4.75339,5.04748,4.68731,4.90865,4.60482,4.83158,4.62654,4.74434,4.76351
"152950_at",5.96586,5.96729,5.92156,6.05805,6.04259,5.83035,6.03511,5.85729,5.97763,5.41877,5.67427,5.68845,5.62623,5.73974,5.84195,5.6911,5.75283,5.83793,5.95985,5.5435,5.72014,5.60963,6.17938,5.5384,5.84581,5.29189,5.92644,5.20506,5.384,5.45455
"152951_at",3.16134,3.15438,2.95889,2.86219,3.15479,3.02279,2.86737,2.67896,2.92845,3.23541,3.05001,2.84817,2.91597,3.13199,3.3165,3.01036,3.00141,2.96259,2.87654,2.7248,3.11139,2.98603,2.92202,2.98168,2.89456,2.66976,2.82043,3.02278,2.88268,3.08114
"152952_at",2.71936,2.64056,2.71675,2.74647,2.94872,2.87784,2.84675,2.6495,2.99487,2.5614,2.59609,2.76861,2.8395,2.84802,2.84695,2.84193,2.98182,2.69359,2.64375,2.75039,2.75117,2.85394,2.75542,2.90528,2.72971,2.66542,2.5982,2.72469,2.95676,3.03172
"152953_at",5.23856,5.38468,5.55534,5.19212,5.39934,5.22527,5.60969,5.26798,5.27331,5.23555,5.3207,5.33685,5.24261,5.50989,5.12344,5.1034,5.14527,5.2889,5.14716,5.29932,5.37585,4.9417,5.25304,5.26777,5.08735,5.30437,5.19617,5.23863,5.18722,5.2861
"152954_at",2.92266,3.01526,2.98527,2.96488,3.06616,3.19694,3.0115,3.18764,3.05065,2.95384,2.94706,2.99534,2.97301,2.95364,2.90219,2.94426,3.16923,2.92404,3.00649,2.95936,2.95319,3.12601,3.02277,2.93191,3.01662,2.92001,2.88234,3.2462,3.10739,3.21058
"152955_at",4.73359,4.89649,5.01828,4.98645,5.32112,5.03036,4.9742,5.01307,4.91466,5.11968,4.83062,5.08552,4.92863,5.17372,5.07657,5.01897,5.03786,5.05611,4.98226,4.8296,4.95103,4.98524,5.01644,4.8849,5.15502,4.86881,5.13221,5.15059,5.03325,5.55502
"152956_at",3.37903,3.40816,3.16624,3.08239,3.08382,3.25141,3.20016,3.30509,3.02895,3.0736,3.28109,3.18099,3.22668,3.22116,3.24995,3.13236,3.12388,3.34056,3.35416,3.36478,3.4012,3.23298,3.13903,3.32072,3.27071,3.2366,3.32064,3.11112,3.21397,3.01518
"152957_at",8.09958,7.8084,7.83023,7.82629,7.74925,7.80759,7.73256,7.53374,7.96864,7.65291,7.73119,7.39847,7.53473,7.33282,7.67605,7.42026,7.94541,7.6223,7.81553,7.63796,7.99336,7.44731,7.54405,7.50585,7.67727,7.60919,7.55093,7.63805,7.564,7.4428
"152958_at",2.66829,2.49505,2.51804,2.52278,2.72859,2.68337,2.31261,2.60034,2.62672,2.48545,2.52649,2.53241,2.4601,2.81822,2.49765,2.64163,2.78191,2.5678,2.52543,2.53618,2.7165,2.80791,2.65914,2.81899,2.57871,2.62349,2.67572,3.09225,2.85554,2.86227
"152959_at",5.34596,5.11776,5.4229,5.38101,5.30798,5.28881,5.25095,5.21659,5.47817,5.31197,5.3388,5.5402,5.62674,5.51602,5.29684,5.36217,5.21003,5.41655,5.24614,5.35014,5.26912,5.43629,5.33077,5.28534,5.41576,5.40206,5.22573,5.65938,5.29616,5.38611
"152960_i_at",2.05477,1.84164,1.89824,2.05077,2.01054,2.02366,1.99211,2.05087,2.1147,2.05502,1.96037,2.02743,1.93417,2.11262,1.89315,2.0797,2.09033,1.95925,1.92554,2.00928,1.98687,1.91373,2.07952,1.96835,2.0018,2.06124,1.96373,2.01805,1.84143,2.08494
"152961_at",6.28378,6.06958,6.04355,6.31586,5.88932,6.12172,6.28759,6.09446,6.22626,6.39809,6.32517,6.34615,6.27615,6.18582,6.29337,5.97219,5.92385,6.24269,6.10895,6.06005,6.04176,6.06304,6.00152,6.08092,6.13059,6.22527,6.13539,5.98843,6.0203,5.98184
"152962_at",5.83101,5.73767,5.73876,5.77732,5.82653,5.86845,5.71141,5.82379,5.81205,5.67405,5.77766,5.76955,5.70261,5.8642,5.64808,5.66779,5.77394,5.697,5.70179,5.59802,5.51869,5.44468,5.9872,5.69731,5.69283,5.70639,5.65321,5.72835,5.59397,5.62014
"152963_at",3.9459,3.63864,3.5882,4.39856,4.23418,4.07751,4.11255,4.14964,4.31765,3.78721,4.4812,4.418,4.31953,4.14487,4.61705,4.51885,4.08309,4.45963,5.27476,4.606,4.48276,3.96424,4.25285,4.01349,4.54325,4.26301,4.34828,4.30856,4.39013,4.05112
"152964_at",7.22031,7.55397,7.18641,7.04184,7.11247,7.18134,6.99815,7.13323,7.12402,7.57831,7.45633,7.03899,7.33647,7.09264,7.22133,7.27284,6.94479,7.47144,7.55203,7.42243,7.46077,7.10291,6.85269,7.35242,7.07185,7.38751,7.47563,7.19402,7.19987,6.93691
"152965_at",8.22342,8.13388,8.28127,7.8789,8.23426,8.06392,8.15845,8.01135,8.0441,8.03857,8.06469,8.09292,8.11996,8.16632,8.11521,7.8676,7.84584,8.1199,8.16542,8.14612,7.88126,7.5692,8.40258,8.12039,7.73096,8.17786,8.19696,8.04763,7.94871,8.07993
"152966_at",5.88773,5.82027,5.82193,5.87436,6.08516,5.8898,5.86613,5.91598,5.96065,5.89529,5.83668,5.90037,5.65885,5.85278,5.70267,5.7529,5.90053,5.80592,5.79222,5.9941,5.84433,5.98381,6.01453,5.88249,5.89748,5.82189,6.03446,5.95215,6.12772,6.14402
"152967_at",3.55924,3.68316,3.72855,3.63545,3.73826,3.73213,3.74646,3.76373,3.72894,3.4217,3.52463,3.57626,3.54816,3.63358,3.57171,3.68856,3.72867,3.49664,3.43292,3.55176,3.5442,3.692,3.66281,3.5999,3.64724,3.54423,3.51834,3.64089,3.68616,3.61594
"152968_at",5.93294,5.78843,5.78128,5.72597,5.75823,5.78626,5.66179,5.72163,5.87179,6.00181,5.88354,5.7442,5.76581,5.66808,5.66724,5.62862,5.74659,5.83987,5.74071,5.75435,5.60335,5.58641,5.74401,5.75726,5.65891,5.87093,5.80616,5.77796,5.72644,5.71037
"152969_at",3.85768,3.81344,3.79906,3.72412,4.21292,3.81139,3.98457,3.96548,3.97873,3.73628,3.69883,3.9168,3.81839,3.86357,3.80996,3.73421,3.99746,3.84973,3.77494,3.89052,3.70626,3.98466,3.89878,4.00383,3.96103,3.8724,3.72911,3.97494,4.13775,4.11806
"152970_at",7.526,7.39803,7.52142,7.52637,7.29092,7.43997,7.28242,7.42855,7.42873,7.52812,7.49402,7.34864,7.41563,7.22309,7.44194,7.41353,7.30903,7.39164,7.35512,7.0837,7.38121,7.18767,7.37179,7.32344,7.44919,7.31226,7.35101,7.26087,7.3196,7.16797
"152971_at",6.68477,6.63476,6.55569,6.64995,6.48162,6.5909,6.71705,6.54192,6.65888,6.9273,6.86322,6.83011,6.70938,6.63063,6.94391,6.59598,6.43449,6.6176,6.60526,6.62275,6.64771,6.77593,6.341,6.52254,6.51949,6.81635,6.52058,6.49588,6.50998,6.56803
"152972_at",6.9542,6.8271,6.68816,6.82927,6.80848,6.64088,6.82546,6.82564,6.9789,6.72271,6.66979,6.85347,6.6772,6.91398,6.68073,6.91148,6.81768,6.71401,6.87245,6.77878,6.62663,6.80518,6.97545,6.71462,6.75321,6.6925,6.70484,6.69854,6.67621,6.67908
"152973_at",5.66293,5.53864,5.56953,5.56812,5.64776,5.62423,5.59173,5.67802,5.56378,5.74167,5.85093,5.77878,5.96032,5.79672,5.85148,5.73494,5.76993,5.81633,6.03715,5.94285,5.63926,5.76927,5.98024,5.97382,5.72461,6.01143,5.74035,6.02754,5.86105,6.08342
"152974_at",7.35825,7.9054,7.46071,7.69619,7.44215,7.5827,7.38051,7.74262,7.28307,7.85269,8.25957,7.42313,7.84027,7.51005,8.05392,8.03561,7.56833,8.15714,8.05198,7.85708,8.20436,7.71483,6.60483,7.86799,7.77308,8.00251,7.91589,7.45424,7.8089,7.40051
"152975_at",5.67793,5.59212,5.49896,5.7235,5.52829,5.56737,5.81316,5.65746,5.55635,5.8445,5.72235,5.81687,5.82982,5.78625,5.8392,5.53658,5.56978,5.72228,5.73286,5.69966,5.76508,5.67323,5.44183,5.74439,5.57696,5.62424,5.62483,5.54531,5.71608,5.49402
"152976_at",2.73747,2.72013,2.87663,2.86742,2.8927,2.75838,2.82551,2.86727,3.10158,2.8808,2.70199,2.93676,2.8662,3.0366,2.6135,2.98515,2.8843,2.94859,3.01221,2.94669,2.91997,2.94256,2.90704,2.80573,2.93782,2.90103,2.84365,2.85612,2.74015,2.89809
"152977_at",5.69922,5.62162,5.54129,5.5792,5.62246,5.77184,5.63528,5.74162,5.59969,5.39863,5.58174,5.4692,5.49556,5.58038,5.43349,5.27719,5.29349,5.49071,5.51857,5.49595,5.46669,5.41477,5.4307,5.46148,5.3672,5.39644,5.50003,5.52683,5.57408,5.10925
"152978_at",4.77713,4.76227,4.74341,4.5464,4.73024,4.83545,4.84911,4.87025,4.71195,4.9448,4.92145,4.81881,4.79049,4.78224,4.79217,4.77093,4.6048,4.80444,4.85266,4.68852,4.77513,4.68003,4.90288,4.80789,4.77042,4.88264,4.8042,4.7192,4.79798,4.70601
"152979_at",3.91591,4.04244,3.85287,4.09528,3.93135,4.18008,3.87411,4.10641,4.05462,3.88248,4.06167,3.81161,4.00243,3.92089,3.91623,3.9552,4.09897,4.17922,3.90089,3.931,3.92978,4.04128,4.24148,4.0472,4.03851,4.04852,4.20438,4.26416,4.1956,3.92918
"152980_at",5.31632,6.15243,5.63139,6.00353,5.621,5.62897,5.59281,5.72204,5.4657,6.123,6.28241,5.98625,6.07101,5.65277,6.32847,6.39477,6.29088,6.29882,6.47075,6.22672,6.44574,6.31507,5.34579,6.20201,6.37407,6.31137,6.16157,6.03197,6.03685,5.81771
"152981_at",2.9779,3.19438,2.84412,2.93634,2.93369,2.99961,3.06525,2.94214,3.06912,2.91709,2.77396,2.99324,2.86005,2.92842,2.94305,2.83919,3.08665,2.78033,2.81867,2.83132,2.8784,2.96341,2.83548,2.80308,2.98109,2.84142,3.03315,2.93983,2.95614,2.85786
"152982_at",7.87734,7.71083,7.98921,7.19119,7.21391,7.29587,7.1606,7.3186,7.23353,7.33793,7.60476,7.45772,7.25692,7.10786,7.30792,7.15787,7.13923,7.34248,7.45176,7.33967,7.25857,6.93292,7.53013,7.29504,7.20035,7.19371,7.05355,7.28792,7.21055,7.22457
"152983_at",3.23625,3.25841,3.30639,3.31287,3.47428,3.22644,3.28215,3.27314,3.29708,3.28328,3.12484,3.34388,3.23915,3.31515,3.27965,3.27082,3.27946,3.12905,3.32143,3.28581,3.28829,3.29439,3.35419,3.28729,3.36586,3.15871,3.12125,3.33391,3.30944,3.40268
"152984_at",5.55458,5.47345,5.6876,5.3591,5.35516,5.39585,5.31643,5.3889,5.42399,5.50341,5.40768,5.2953,5.65275,5.57007,5.52931,5.26763,5.14479,5.71584,5.52693,5.54195,5.20453,5.01055,5.60837,5.38967,5.12765,5.3071,5.35947,5.32939,5.29705,5.28682
"152985_at",6.70706,6.45673,6.659,6.40501,6.46396,6.59373,6.58605,6.553,6.59448,6.87704,6.53722,6.50586,6.43715,6.67381,6.46394,6.19539,6.14604,6.46866,6.49598,6.54222,6.38119,6.05195,6.74426,6.48186,6.18005,6.47541,6.5129,6.4046,6.45452,6.08591
"152986_at",2.79984,2.62322,2.52454,2.59144,2.65447,2.6436,2.8384,2.60663,2.56275,2.60207,2.52917,2.66011,2.58949,2.76903,2.53081,2.54519,2.70775,2.57336,2.63594,2.58165,2.60408,2.75433,2.71608,2.48179,2.60619,2.50317,2.72143,2.51108,2.69294,2.81646
"152987_at",5.12421,5.09725,5.17001,5.27543,5.02913,5.17038,5.00589,5.34656,5.20181,5.59279,5.70105,5.35027,5.28948,5.00998,5.56785,5.21286,4.87742,5.4632,5.30901,5.1179,4.99434,5.18572,5.37181,5.42759,5.30827,5.55712,5.44204,5.12569,5.10775,4.81624
"152988_at",5.50869,5.61202,5.38043,5.4784,5.47558,5.49028,5.50922,5.44979,5.45828,5.49332,5.493,5.36224,5.48393,5.50212,5.48834,5.48826,5.38625,5.44695,5.55859,5.60746,5.30464,5.48598,5.71276,5.64401,5.49653,5.51623,5.37005,5.62067,5.48082,5.40041
"152989_at",6.69531,6.66706,6.73998,6.48987,6.62509,6.53121,6.79855,6.64054,6.9452,6.47145,6.38253,6.64965,6.52445,6.54408,6.51559,6.57056,6.42482,6.55719,6.65069,6.53175,6.60825,6.79574,6.68165,6.76464,6.70196,6.89663,6.78325,6.83362,6.66754,6.82067
"152990_at",5.11011,4.87739,5.08823,5.16612,5.35205,5.02361,5.09689,5.17277,5.04146,4.89539,4.84337,4.99729,4.96762,5.14667,4.89371,5.05712,5.29421,4.90675,5.02237,5.19867,4.90344,5.44151,5.15543,5.09099,5.20174,5.09547,5.02571,5.10305,5.2624,5.18226
"152991_at",5.50098,5.22916,5.65287,5.36068,5.1062,5.34996,5.43235,5.63212,5.48291,5.66559,5.54993,5.23716,5.60095,5.5753,5.59387,5.39979,5.11518,5.44011,5.76076,5.46633,5.29515,5.41576,5.70975,5.78498,5.54858,5.80961,5.55351,5.38873,5.65086,5.15799
"152992_at",3.0326,2.94309,3.00144,2.97839,3.01178,2.93288,3.15605,2.88746,2.87594,2.78143,2.77209,3.02057,2.79694,2.96527,2.82177,2.95794,2.97702,2.85118,2.82359,2.86822,2.832,3.03386,3.10737,2.8659,2.8898,2.88627,2.75096,3.00183,2.81445,2.86
"152993_at",3.44208,3.31454,3.61563,3.59112,3.37115,3.61891,3.51964,3.46156,3.59827,3.44929,3.35224,3.50435,3.46013,3.58835,3.32141,3.58593,3.47981,3.3614,3.48855,3.36523,3.39356,3.62329,3.50911,3.47941,3.5196,3.43978,3.51625,3.68332,3.57297,3.45986
"152994_at",3.30738,3.12089,3.14961,3.11912,3.18498,3.13735,3.22268,3.17634,3.16005,3.06817,2.90486,3.05063,2.97501,2.99023,3.05746,3.02409,3.10934,3.06551,2.99705,3.13659,3.12037,3.24593,3.206,3.11876,3.06374,3.06478,3.0171,3.15083,3.1666,3.13001
"152995_at",6.54352,6.50126,6.67082,6.44048,6.37202,6.41759,6.563,6.60684,6.65934,6.44149,6.74791,6.45907,6.59156,6.52035,6.4281,6.40538,6.27876,6.81159,6.83839,6.31279,6.32134,6.29808,6.78839,6.3651,6.67902,6.45766,6.64978,6.82307,6.51237,6.27308
"152996_at",5.22964,4.89978,5.08101,4.74625,4.9571,5.30697,4.90452,4.94007,4.87065,5.24983,5.20891,4.84072,5.03922,4.94336,5.22923,4.83918,4.78624,5.16273,5.3763,5.15909,5.1293,4.69257,4.97101,4.96711,4.88604,5.21144,5.02511,4.90336,4.84688,4.62239
"152997_at",3.2407,3.40303,3.32051,3.36948,3.40561,3.24813,3.43801,3.4403,3.49337,3.28163,3.40365,3.56013,3.44405,3.43213,3.30938,3.55679,3.42195,3.35423,3.41645,3.41542,3.29044,3.66425,3.45825,3.40029,3.36214,3.35794,3.20947,3.52064,3.52351,3.71982
"152998_at",4.63045,4.67423,4.71909,4.7266,4.79853,4.68927,4.72852,4.6582,4.67935,4.61113,4.57697,4.55818,4.53002,4.76275,4.63937,4.72607,4.76,4.56984,4.49499,4.60892,4.76883,4.74378,4.65069,4.77001,4.76243,4.63686,4.63082,4.66805,4.70409,4.91888
"152999_at",5.00351,4.66364,4.75022,5.03125,4.92614,4.53302,4.81238,4.57171,5.03943,4.14418,4.60923,4.48057,4.27869,4.48935,4.60714,5.27419,4.95978,4.76146,5.03699,4.36593,4.59668,4.30455,4.89983,4.45307,4.69692,4.03014,4.77773,4.55432,4.40669,4.24775
"153000_at",3.93407,3.50426,3.66312,3.65788,3.9013,3.79743,3.94513,3.91637,3.89683,3.83985,3.72602,3.78984,3.74857,3.83768,3.78045,3.62524,3.78995,3.75545,3.7933,3.78308,3.69969,3.956,4.00817,3.7645,3.73086,3.64738,3.79245,3.80817,3.70428,3.79025
"153001_at",3.96874,3.90766,3.86308,4.04197,4.04232,3.893,4.10445,4.17402,3.99538,3.95633,3.91514,4.0974,3.86781,3.86276,3.88859,3.89433,3.85797,3.84175,3.85663,4.07128,3.94793,4.13439,3.93273,3.91052,3.97581,3.93445,3.99584,4.0223,4.1369,4.02855
"153002_at",6.66666,6.50209,6.87247,6.46411,6.49456,6.50439,6.80671,6.84779,6.93522,6.69395,6.68857,6.34373,6.61417,6.54795,6.84242,6.55443,6.33828,6.8465,6.89754,6.70334,6.63078,6.17972,7.02104,6.94935,6.88312,7.15739,7.08687,6.99654,6.83293,6.54367
"153003_at",5.55211,5.37079,5.21137,5.17039,5.3684,5.35186,5.50868,5.3501,5.27841,5.3302,5.82302,5.52068,5.29219,5.42368,5.5006,5.21897,5.09305,5.50809,5.61091,5.3012,5.26856,5.02889,5.67791,5.36542,5.34824,5.16487,5.46468,5.26731,5.22907,5.05513
"153004_at",3.85082,3.53733,3.38896,3.54169,3.68317,3.56782,3.58321,3.75953,3.7233,3.43696,3.36583,3.42007,3.31442,3.30361,3.61744,3.31567,3.2753,3.42381,3.39977,3.3179,3.20746,3.38555,3.46533,3.4557,3.53034,3.46983,3.56802,3.34501,3.44022,3.54053
"153005_at",6.15844,6.44368,6.33038,6.35272,5.94513,6.391,5.99878,6.27996,5.88273,6.71657,7.16772,6.29483,6.90337,6.20449,6.95224,6.67745,6.12249,6.90645,6.90338,6.32398,6.7031,6.25785,6.35994,6.75299,6.60092,6.81443,6.62036,6.42871,6.57391,6.14364
"153006_at",2.87215,2.81773,2.80175,2.81738,2.94011,2.93151,2.95386,2.74082,3.07142,2.8515,2.72315,2.97242,2.92835,2.91923,2.85626,2.92475,2.99966,2.65995,2.79266,3.09222,2.82079,3.10846,2.942,2.80081,2.81827,2.82993,2.74365,2.84606,3.03198,2.97809
"153007_at",5.37769,5.00837,5.1923,5.1905,4.94212,5.24154,5.30012,5.39674,5.29768,5.71024,5.9139,5.22011,5.49072,5.23035,5.64472,5.14038,5.08139,5.71771,5.67541,5.36772,5.3075,5.29181,5.51848,5.50768,5.54551,5.62488,5.61763,5.31835,5.62252,5.06189
"153008_at",7.53882,7.79414,7.53497,7.97849,7.73248,7.71532,7.69599,7.62294,7.45074,7.82914,7.98131,7.78712,7.74784,7.46982,7.81991,7.85152,7.80479,7.82431,7.87584,7.7594,7.85653,7.70953,7.18962,7.90317,7.82125,7.92349,7.79594,7.67123,7.66098,7.52519
"153009_at",6.23442,6.0559,6.14802,5.93554,5.95425,6.23417,6.30086,5.9789,6.26748,6.25473,5.96818,6.0847,6.04225,6.30685,5.87673,5.71521,5.65453,6.03475,5.8995,5.99265,5.99131,5.57937,6.17342,5.8026,5.68395,5.97161,5.94365,5.94459,5.68971,5.79528
"153010_at",7.78505,7.68148,7.83271,7.55388,7.56972,7.6038,7.7514,7.75695,7.65501,7.76785,7.66196,7.59895,7.6252,7.85251,7.5414,7.39188,7.47719,7.60845,7.58371,7.67821,7.44347,7.39352,7.99489,7.69826,7.44424,7.75926,7.72112,7.73243,7.68538,7.66056
"153011_at",3.0973,3.11964,3.29197,3.31017,3.1738,3.24767,3.19985,3.25934,3.21931,3.21043,3.31541,3.24222,3.28717,3.22796,3.4242,3.37266,3.59573,3.42493,3.5617,3.48071,3.55129,3.53232,3.22781,3.52295,3.4095,3.35734,3.35113,3.37999,3.49345,3.24786
"153012_at",3.17575,3.12939,3.41313,3.347,3.38162,3.50403,3.33514,3.40648,3.30594,3.24896,3.31431,3.30876,3.31537,3.45588,3.30644,3.46296,3.5037,3.30517,3.48209,3.19047,3.63804,3.30352,3.58501,3.54978,3.42099,3.29123,3.58402,3.29736,3.37803,3.68811
"153013_at",7.09592,6.80611,6.88217,6.31317,6.66896,6.82091,6.73581,6.8238,6.80343,6.94137,6.94587,6.62418,6.85214,6.60933,6.83007,6.55989,6.41925,6.89957,6.9854,6.70224,7.0395,6.49535,6.99204,6.82665,6.5598,6.90934,6.93727,6.63661,6.75552,6.43077
"153014_at",7.07331,7.14951,7.46226,6.74324,6.98103,7.07525,7.10553,7.31394,7.0823,7.40851,7.36582,6.94507,7.27018,7.17909,7.18644,6.58194,6.47405,7.21677,7.22729,7.19745,6.88814,6.68018,7.43406,7.19945,6.68579,7.43754,7.21193,7.27868,7.079,7.10181
